asset_id,attribute_count,attribute_count_rarity_score,Type_attribute,Type_rarity_score,Hair_attribute,Hair_rarity_score,Clothing_attribute,Clothing_rarity_score,Eyes_attribute,Eyes_rarity_score,Mouth_attribute,Mouth_rarity_score,Offhand_attribute,Offhand_rarity_score,Background_attribute,Background_rarity_score,Ear_attribute,Ear_rarity_score,Headgear_attribute,Headgear_rarity_score,Neck_attribute,Neck_rarity_score,Face_attribute,Face_rarity_score,Special_attribute,Special_rarity_score,overall_rarity_score
2328,7,0.12389380530973451,Human,0.04346861831891772,Magenta Flowy,3.563636363636364,Archer,4.454545454545454,Determined,0.5283018867924528,Relaxed,0.47002398081534774,Golden Fan,26.133333333333333,Off White D,0.19698492462311556,,-0.2747021723896286,,-0.12661498708010335,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,33.109230704538966
2329,7,0.12389380530973451,Human,0.04346861831891772,Silver Disheveled,4.454545454545454,White Blazer,3.8431372549019605,Red,2.5454545454545454,Stubble,4.3076923076923075,,-0.06084122303274872,Off White B,0.2229806598407281,,-0.2747021723896286,,-0.12661498708010335,Chill Headphones,0.98,,-0.1391057487579844,,-1.6540084388185654,14.265900075984618
2330,9,0.21503017004936914,Human,0.04346861831891772,Purple Bun,3.62962962962963,Black Oversized Kimono,12.250000000000002,Closed,0.25274016763378465,Chewing,1.1168091168091168,Golden Floorsweeper,26.133333333333333,Off White D,0.19698492462311556,Ear Cuffs,4.611764705882353,,-0.12661498708010335,,-0.21052631578947367,Seer Eyeband,3.5315315315315314,,-1.6540084388185654,49.99014245612302
2331,8,0.10897970530998052,Human,0.04346861831891772,Indigo Disheveled,3.62962962962963,White T-Shirt,2.3473053892215567,Pierced Eyebrow,1.356401384083045,Chuckle,0.9537712895377128,,-0.06084122303274872,Off White D,0.19698492462311556,,-0.2747021723896286,Sandogasa,4.21505376344086,,-0.21052631578947367,Round Purple Sunglasses,4.404494382022472,,-1.6540084388185654,15.056010936156873
2332,7,0.12389380530973451,Human,0.04346861831891772,Brown Flowy,4.126315789473685,Turquoise Kimono,1.8846153846153846,Hopeful,1.0652173913043477,Lipstick,0.9607843137254901,,-0.06084122303274872,Off White B,0.2229806598407281,Chiyogami,4.839506172839506,,-0.12661498708010335,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,11.075685421948917
2333,7,0.12389380530973451,Human,0.04346861831891772,Purple Bun,3.62962962962963,Black Tech Jacket,5.681159420289855,Determined,0.5283018867924528,Smoking,0.9491525423728814,Katana,0.8929384965831435,Dark Purple,0.8466522678185746,,-0.2747021723896286,,-0.12661498708010335,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,10.290239004279435
2334,8,0.10897970530998052,Human,0.04346861831891772,Green Ponytail,3.43859649122807,Red Panda Hoodie,7.686274509803921,Daydreaming,1.0129198966408268,Smirk,0.5399449035812672,Fishing Rod,2.5620915032679736,Off White C,0.199796126401631,,-0.2747021723896286,,-0.12661498708010335,Towel,1.6680851063829787,,-0.1391057487579844,,-1.6540084388185654,15.065725513889287
2335,9,0.21503017004936914,Human,0.04346861831891772,Indigo Pixie,3.95959595959596,Dress Shirt,2.529032258064516,Calm,1.0425531914893618,Frown,1.0798898071625345,Kanabo,2.722222222222222,Off White B,0.2229806598407281,,-0.2747021723896286,Pointy Straw Hat,3.1111111111111107,,-0.21052631578947367,Red Fang Face Paint,1.462686567164179,,-1.6540084388185654,14.249333638021229
2336,8,0.10897970530998052,Human,0.04346861831891772,Teal Bangs,5.297297297297297,Blue Bikini,4.21505376344086,Ruby,1.0288713910761154,Relaxed,0.47002398081534774,Floorsweeper,1.462686567164179,Off White C,0.199796126401631,,-0.2747021723896286,,-0.12661498708010335,Sneakers,3.62962962962963,,-0.1391057487579844,,-1.6540084388185654,14.261375732407679
2337,8,0.10897970530998052,Human,0.04346861831891772,Blonde Messy,4.3076923076923075,Black Bomber,2.925373134328358,Meditating,1.2327044025157234,Meh,1.0315789473684212,,-0.06084122303274872,Off White B,0.2229806598407281,Sloth,17.818181818181817,,-0.12661498708010335,,-0.21052631578947367,,-0.1391057487579844,Sakura,4.8999999999999995,32.05387131889594
2338,6,0.47285886610373945,Human,0.04346861831891772,Powder Blue Disheveled,4.404494382022472,Light Kimono,1.2604501607717042,Chill,1.0,Not Bad,0.9423076923076923,,-0.06084122303274872,Off White C,0.199796126401631,,-0.2747021723896286,,-0.12661498708010335,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,5.857576960057652
2339,8,0.10897970530998052,Human,0.04346861831891772,Teal Hairband,3.663551401869159,Pink Oversized Kimono,5.52112676056338,Striking,0.9607843137254901,Bubble Gum,1.395017793594306,Bat,1.0,Red,0.38966202783300197,,-0.2747021723896286,,-0.12661498708010335,,-0.21052631578947367,Blush,3.62962962962963,,-1.6540084388185654,14.446368336766092
2340,7,0.12389380530973451,Human,0.04346861831891772,Silver Long,4.839506172839506,Bumblebee Jacket,3.8431372549019605,Pierced Eyebrow,1.356401384083045,Not Bad,0.9423076923076923,,-0.06084122303274872,Off White B,0.2229806598407281,Blue Fan,5.681159420289855,,-0.12661498708010335,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,14.861758294412564
2341,8,0.10897970530998052,Human,0.04346861831891772,Green Fluffy,6.426229508196721,Maroon Yukata,1.7737556561085972,Closed,0.25274016763378465,Whistling,1.328813559322034,Monk Staff,2.6849315068493147,Off White C,0.199796126401631,,-0.2747021723896286,Fur Bucket Hat,5.6,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,16.140372172385334
2342,7,0.12389380530973451,Human,0.04346861831891772,Blonde Flowy,3.43859649122807,Yellow Bikini,4.170212765957447,White,1.97979797979798,Grass,1.005128205128205,,-0.06084122303274872,Off White B,0.2229806598407281,,-0.2747021723896286,,-0.12661498708010335,,-0.21052631578947367,Bandaid,1.5555555555555554,,-1.6540084388185654,10.212940944026116
2343,9,0.21503017004936914,Blue,0.8828828828828829,Green Ombre Bangs,6.87719298245614,Tank Top,2.8613138686131383,Striking,0.9607843137254901,Chewing,1.1168091168091168,,-0.06084122303274872,Off White B,0.2229806598407281,,-0.2747021723896286,IKZ Baseball Cap,1.479245283018868,Towel,1.6680851063829787,Eye Scar,1.4151624548736463,,-1.6540084388185654,15.709935004411413
2344,7,0.12389380530973451,Human,0.04346861831891772,Green Half Bun,4.780487804878049,White Hoodie,3.5963302752293576,Hopeful,1.0652173913043477,Smile,1.0566037735849056,,-0.06084122303274872,Dark Purple,0.8466522678185746,,-0.2747021723896286,IKZ Baseball Cap,1.479245283018868,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,10.652715320674352
2345,6,0.47285886610373945,Human,0.04346861831891772,Teal Messy,4.3076923076923075,Blue Kimono,1.8490566037735847,Red,2.5454545454545454,Tactical Knife,2.6666666666666665,,-0.06084122303274872,Off White A,0.21609702315325247,,-0.2747021723896286,,-0.12661498708010335,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,9.63549574529451
2346,7,0.12389380530973451,Human,0.04346861831891772,Brown Samurai,4.0,Hoodie with Bag,2.925373134328358,Meditating,1.2327044025157234,Stubble,4.3076923076923075,Floorsweeper,1.462686567164179,Cool Gray,0.8115942028985507,,-0.2747021723896286,,-0.12661498708010335,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,12.502455375392016
2347,9,0.21503017004936914,Human,0.04346861831891772,Silver Swept Back,4.780487804878049,Azuki Track Jacket,2.496815286624204,Suspicious,1.2564102564102564,Pout,0.9727047146401985,Floorsweeper,1.462686567164179,Off White B,0.2229806598407281,Chiyogami,4.839506172839506,Beret,4.0,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,18.286449747399384
2348,8,0.10897970530998052,Human,0.04346861831891772,Blue Spiky,3.2131147540983607,Black Yukata,1.8937198067632852,Closed,0.25274016763378465,Growl,1.0025575447570332,,-0.06084122303274872,Off White C,0.199796126401631,,-0.2747021723896286,Pointy Straw Hat,3.1111111111111107,,-0.21052631578947367,Eye Patch,1.7422222222222221,,-1.6540084388185654,9.36763190658591
2349,7,0.12389380530973451,Human,0.04346861831891772,Brown Fluffy,7.538461538461538,Vegan Mink Coat,4.839506172839506,Indifferent,1.104225352112676,Not Bad,0.9423076923076923,Zanbato,1.3333333333333333,Off White A,0.21609702315325247,,-0.2747021723896286,,-0.12661498708010335,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,13.736335873000893
2350,9,0.21503017004936914,Human,0.04346861831891772,Blue Short Spiky,3.294117647058824,White Yukata,2.3473053892215567,Focused,1.1597633136094674,Smirk,0.5399449035812672,Fan,1.6610169491525424,Off White C,0.199796126401631,Skull Ear Cuffs,5.6,,-0.12661498708010335,Zen Headphones,1.8232558139534885,,-0.1391057487579844,,-1.6540084388185654,14.96396975669041
2351,10,0.7340823970037453,Human,0.04346861831891772,Purple Bun,3.62962962962963,Frog Kimono,6.6440677966101696,Hopeful,1.0652173913043477,Scroll,2.265895953757225,Hook Sword,3.35042735042735,Off White D,0.19698492462311556,Blue Cylinder,17.818181818181817,Purple Kanzashi,2.4049079754601226,Chill Headphones,0.98,,-0.1391057487579844,,-1.6540084388185654,37.33974966773989
2352,7,0.12389380530973451,Human,0.04346861831891772,Indigo Long,3.0387596899224807,Vegan Mink Coat,4.839506172839506,Careless,1.0288713910761154,Smirk,0.5399449035812672,Katana,0.8929384965831435,Cool Gray,0.8115942028985507,,-0.2747021723896286,,-0.12661498708010335,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,8.914019617693961
2353,8,0.10897970530998052,Blue,0.8828828828828829,Silver Long,4.839506172839506,Suit with Turtleneck,2.8823529411764706,Pensive,1.2173913043478262,Meh,1.0315789473684212,Katana,0.8929384965831435,Off White C,0.199796126401631,,-0.2747021723896286,Red Panda Headband,5.297297297297297,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,15.074381198451508
2354,7,0.12389380530973451,Human,0.04346861831891772,Black Teal Bangs,15.68,Light Kimono,1.2604501607717042,Daydreaming,1.0129198966408268,Tactical Knife,2.6666666666666665,Bean Juice,1.3110367892976589,Dark Blue,0.7480916030534351,,-0.2747021723896286,,-0.12661498708010335,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,20.441569877223195
2355,9,0.21503017004936914,Human,0.04346861831891772,Indigo Fluffy,5.444444444444444,Blue Kimono,1.8490566037735847,Suspicious,1.2564102564102564,Not Bad,0.9423076923076923,,-0.06084122303274872,Off White A,0.21609702315325247,Dragon,5.157894736842105,,-0.12661498708010335,Cat Headphones,8.71111111111111,Kabuki Facepaint,2.6666666666666665,,-1.6540084388185654,24.66102267414598
2356,8,0.10897970530998052,Human,0.04346861831891772,Brown Blonde Long,11.529411764705882,White Yukata,2.3473053892215567,Curious,1.1073446327683616,Meh,1.0315789473684212,Floorsweeper,1.462686567164179,Off White B,0.2229806598407281,,-0.2747021723896286,,-0.12661498708010335,Chill Headphones,0.98,,-0.1391057487579844,,-1.6540084388185654,16.63932493765175
2357,6,0.47285886610373945,Human,0.04346861831891772,Indigo Fluffy,5.444444444444444,Light Kimono,1.2604501607717042,Careless,1.0288713910761154,Not Bad,0.9423076923076923,,-0.06084122303274872,Dark Purple,0.8466522678185746,,-0.2747021723896286,,-0.12661498708010335,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,7.573254554972681
2358,9,0.21503017004936914,Human,0.04346861831891772,Indigo Fluffy,5.444444444444444,Kimono with Jacket,3.3793103448275863,Meditating,1.2327044025157234,Meh,1.0315789473684212,Sake,2.529032258064516,Off White B,0.2229806598407281,Stud,4.780487804878049,,-0.12661498708010335,Beads,1.9029126213592233,,-0.1391057487579844,,-1.6540084388185654,18.862221097010327
2359,9,0.21503017004936914,Human,0.04346861831891772,Green Half Bun,4.780487804878049,Shinto Robe,3.136,Careless,1.0288713910761154,Smirk,0.5399449035812672,Zanbato,1.3333333333333333,Off White C,0.199796126401631,,-0.2747021723896286,Distressed Beanie,2.4499999999999997,,-0.21052631578947367,Round Blue Sunglasses,1.4254545454545453,,-1.6540084388185654,13.01314996609556
2360,7,0.12389380530973451,Human,0.04346861831891772,Green Half Bun,4.780487804878049,Lavender Kimono with Bow,2.214689265536723,Closed,0.25274016763378465,Grin,1.1136363636363635,Bat,1.0,Red,0.38966202783300197,,-0.2747021723896286,,-0.12661498708010335,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,7.513620390310817
2361,7,0.12389380530973451,Human,0.04346861831891772,Purple Spiky,3.408695652173913,Camo Hoodie,4.8999999999999995,Indifferent,1.104225352112676,Meh,1.0315789473684212,Lantern,0.9727047146401985,Off White C,0.199796126401631,,-0.2747021723896286,,-0.12661498708010335,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,9.379405553489736
2362,7,0.12389380530973451,Human,0.04346861831891772,Blonde Swept Back,4.0,Kimono with Jacket,3.3793103448275863,Closed,0.25274016763378465,Sleep Bubble,4.454545454545454,Leather Katana,0.9468599033816426,Off White C,0.199796126401631,,-0.2747021723896286,,-0.12661498708010335,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,10.995656757582996
2363,9,0.21503017004936914,Human,0.04346861831891772,Brown Samurai,4.0,Plated Samurai Armor,8.71111111111111,Chill,1.0,Toothpick,1.1395348837209303,Bokken,2.8613138686131383,Off White C,0.199796126401631,,-0.2747021723896286,Cat Mask,7.84,Koi Tattoo,1.5806451612903225,,-0.1391057487579844,,-1.6540084388185654,25.523083579539243
2364,8,0.10897970530998052,Human,0.04346861831891772,Purple Pigtails,4.0,Black Ninja Top,3.2131147540983607,Relaxed,1.1563421828908556,Closed,0.48275862068965514,Fan,1.6610169491525424,Off White B,0.2229806598407281,,-0.2747021723896286,,-0.12661498708010335,,-0.21052631578947367,Red Fang Face Paint,1.462686567164179,,-1.6540084388185654,10.085496143387445
2365,7,0.12389380530973451,Human,0.04346861831891772,Brown Half Bun,4.260869565217391,Light Kimono,1.2604501607717042,Ruby,1.0288713910761154,Relaxed,0.47002398081534774,,-0.06084122303274872,Off White C,0.199796126401631,,-0.2747021723896286,Backwards Cap,2.596026490066225,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,7.644216239188663
2366,9,0.21503017004936914,Human,0.04346861831891772,Magenta Pigtails,3.2666666666666666,Turquoise Kimono with Bow,2.202247191011236,Striking,0.9607843137254901,Toothpick,1.1395348837209303,Zanbato,1.3333333333333333,Off White A,0.21609702315325247,Dragon,5.157894736842105,Sloth Mask,7.396226415094339,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,19.92764284854962
2367,7,0.12389380530973451,Human,0.04346861831891772,Brown Bangs,5.52112676056338,Turquoise Kimono,1.8846153846153846,Relaxed,1.1563421828908556,Frown,1.0798898071625345,Sake,2.529032258064516,Off White D,0.19698492462311556,,-0.2747021723896286,,-0.12661498708010335,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,10.130396078712682
2368,8,0.10897970530998052,Human,0.04346861831891772,Orange Samurai,4.0,Kimono with Jacket,3.3793103448275863,Closed,0.25274016763378465,Bubble Gum,1.395017793594306,,-0.06084122303274872,Off White C,0.199796126401631,,-0.2747021723896286,,-0.12661498708010335,Zen Headphones,1.8232558139534885,Eye Patch,1.7422222222222221,,-1.6540084388185654,10.828623970940871
2369,9,0.21503017004936914,Human,0.04346861831891772,Orange Short Spiky,3.35042735042735,Frog Yukata,9.333333333333334,Curious,1.1073446327683616,Pout,0.9727047146401985,Sake,2.529032258064516,Dark Blue,0.7480916030534351,,-0.2747021723896286,,-0.12661498708010335,Frog Headphones,7.538461538461538,Blue Sunglasses,2.6133333333333333,,-1.6540084388185654,26.39590195416206
2370,7,0.12389380530973451,Human,0.04346861831891772,Orange Samurai,4.0,Sloth Kigurumi,13.066666666666666,Determined,0.5283018867924528,Relaxed,0.47002398081534774,Shuriken,2.5620915032679736,Off White B,0.2229806598407281,,-0.2747021723896286,,-0.12661498708010335,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,18.61246945817607
2371,7,0.12389380530973451,Human,0.04346861831891772,Indigo Swept Back,4.839506172839506,Kimono with Straw Hat,3.43859649122807,Determined,0.5283018867924528,Grass,1.005128205128205,,-0.06084122303274872,Off White D,0.19698492462311556,Stud,4.780487804878049,,-0.12661498708010335,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,12.765271195639174
2372,8,0.10897970530998052,Human,0.04346861831891772,Magenta Flowy,3.563636363636364,Archer,4.454545454545454,Determined,0.5283018867924528,Smile,1.0566037735849056,Guitar,3.136,Off White B,0.2229806598407281,,-0.2747021723896286,,-0.12661498708010335,,-0.21052631578947367,Eye Scar,1.4151624548736463,,-1.6540084388185654,12.263827002824677
2373,6,0.47285886610373945,Human,0.04346861831891772,Maroon Disheveled,2.9473684210526314,Bumblebee Jacket,3.8431372549019605,Meditating,1.2327044025157234,Face Mask,2.0310880829015545,,-0.06084122303274872,Off White D,0.19698492462311556,,-0.2747021723896286,,-0.12661498708010335,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,8.301811684549138
2374,7,0.12389380530973451,Human,0.04346861831891772,Maroon Bun,2.6133333333333333,Pink Oversized Kimono,5.52112676056338,Striking,0.9607843137254901,Bubble Gum,1.395017793594306,Banner,0.8990825688073394,Cool Gray,0.8115942028985507,,-0.2747021723896286,,-0.12661498708010335,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,9.963343733715297
2375,7,0.12389380530973451,Human,0.04346861831891772,Black Teal Bangs,15.68,Red Panda Hoodie,7.686274509803921,Red,2.5454545454545454,Lipstick,0.9607843137254901,Sakura Katana,0.9137529137529137,Off White D,0.19698492462311556,,-0.2747021723896286,,-0.12661498708010335,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,25.74565596815289
2376,8,0.10897970530998052,Red,0.8888888888888888,Silver Half Bun,7.0,Suikan,5.297297297297297,Glowing,5.0256410256410255,Gaiter,3.5963302752293576,Bokken,2.8613138686131383,Red,0.38966202783300197,,-0.2747021723896286,Full Bandana,2.1538461538461537,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,25.04361656690319
2377,9,0.21503017004936914,Human,0.04346861831891772,Teal Bun,3.5963302752293576,Light Kimono,1.2604501607717042,Closed,0.25274016763378465,Frown,1.0798898071625345,Hand Seal,3.2396694214876036,Off White A,0.21609702315325247,Sakura,6.426229508196721,,-0.12661498708010335,,-0.21052631578947367,,-0.1391057487579844,Earth,7.396226415094339,23.249884515470022
2378,9,0.21503017004936914,Human,0.04346861831891772,Powder Blue Swept Back,4.666666666666667,Maroon Yukata,1.7737556561085972,Pensive,1.2173913043478262,Grass,1.005128205128205,Golden Umbrella,30.153846153846153,Off White D,0.19698492462311556,,-0.2747021723896286,,-0.12661498708010335,Contract Tattoo,4.611764705882353,Clear Glasses,2.8823529411764706,,-1.6540084388185654,44.71106374785938
2379,8,0.10897970530998052,Human,0.04346861831891772,Teal Bob,5.0256410256410255,Vest,2.4499999999999997,Relaxed,1.1563421828908556,Smile,1.0566037735849056,,-0.06084122303274872,Off White D,0.19698492462311556,Corded Earbuds,2.3902439024390243,,-0.12661498708010335,,-0.21052631578947367,Clear Glasses,2.8823529411764706,,-1.6540084388185654,13.258626109263405
2380,8,0.10897970530998052,Human,0.04346861831891772,Orange Swept Back,4.355555555555555,Black Yukata,1.8937198067632852,Pensive,1.2173913043478262,Bubble Gum,1.395017793594306,,-0.06084122303274872,Off White C,0.199796126401631,,-0.2747021723896286,,-0.12661498708010335,Red Panda Headphones,7.84,Bandaid,1.5555555555555554,,-1.6540084388185654,16.49331764452601
2381,10,0.7340823970037453,Human,0.04346861831891772,Maroon Bun,2.6133333333333333,Tank Top with Jacket,3.35042735042735,Closed,0.25274016763378465,Tongue Out,1.9405940594059408,Lantern,0.9727047146401985,Red,0.38966202783300197,,-0.2747021723896286,Frog Baseball Cap,6.533333333333333,Chill Headphones,0.98,Bandaid,1.5555555555555554,,-1.6540084388185654,17.437190946276964
2382,9,0.21503017004936914,Human,0.04346861831891772,Blonde Short Spiky,3.161290322580645,Green Yukata,1.8846153846153846,Focused,1.1597633136094674,Not Bad,0.9423076923076923,Lantern,0.9727047146401985,Off White B,0.2229806598407281,Stud,4.780487804878049,,-0.12661498708010335,Towel,1.6680851063829787,,-0.1391057487579844,,-1.6540084388185654,13.131004612566777
2383,8,0.10897970530998052,Human,0.04346861831891772,Green Samurai,3.92,Suit with Turtleneck,2.8823529411764706,Careless,1.0288713910761154,Pout,0.9727047146401985,Katana,0.8929384965831435,Off White C,0.199796126401631,,-0.2747021723896286,,-0.12661498708010335,Sneakers,3.62962962962963,,-0.1391057487579844,,-1.6540084388185654,11.484310276089806
2384,8,0.10897970530998052,Human,0.04346861831891772,Green Pigtails,4.170212765957447,Red Floral Kimono,2.1538461538461537,Striking,0.9607843137254901,Tongue Out,1.9405940594059408,Katana,0.8929384965831435,Off White B,0.2229806598407281,,-0.2747021723896286,,-0.12661498708010335,,-0.21052631578947367,Round Blue Sunglasses,1.4254545454545453,,-1.6540084388185654,9.653407404364575
2385,6,0.47285886610373945,Human,0.04346861831891772,Black Pink Long,9.799999999999999,White Yukata,2.3473053892215567,Tired,1.0566037735849056,Bubble Gum,1.395017793594306,,-0.06084122303274872,Off White C,0.199796126401631,,-0.2747021723896286,,-0.12661498708010335,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,12.84925168135655
2386,7,0.12389380530973451,Human,0.04346861831891772,Purple Bun,3.62962962962963,Bloody Bomber,3.0625000000000004,Amethyst,1.0155440414507773,Chewing,1.1168091168091168,Fireball,5.850746268656716,Off White C,0.199796126401631,,-0.2747021723896286,,-0.12661498708010335,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,12.637429943740768
2387,8,0.10897970530998052,Human,0.04346861831891772,Black Pigtails,3.95959595959596,Blue Bikini,4.21505376344086,Joyful,1.0181818181818183,Lipstick,0.9607843137254901,Bat,1.0,Off White B,0.2229806598407281,,-0.2747021723896286,,-0.12661498708010335,,-0.21052631578947367,Bandaid,1.5555555555555554,,-1.6540084388185654,10.818748479891537
2388,8,0.10897970530998052,Human,0.04346861831891772,Powder Blue Pigtails,3.2666666666666666,Red Panda Kimono,7.127272727272728,Pierced Eyebrow,1.356401384083045,Chewing,1.1168091168091168,Bat,1.0,Off White D,0.19698492462311556,Pearl,11.2,,-0.12661498708010335,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,23.286327652637446
2389,8,0.10897970530998052,Human,0.04346861831891772,Black Bangs,5.226666666666667,White Qipao with Fur,4.666666666666667,Striking,0.9607843137254901,Chewing,1.1168091168091168,Lantern,0.9727047146401985,Off White C,0.199796126401631,,-0.2747021723896286,,-0.12661498708010335,,-0.21052631578947367,Blush,3.62962962962963,,-1.6540084388185654,14.659653644090529
2390,7,0.12389380530973451,Human,0.04346861831891772,Orange Swept Back,4.355555555555555,Cat T-Shirt,4.505747126436781,Chill,1.0,Smirk,0.5399449035812672,Floorsweeper,1.462686567164179,Off White D,0.19698492462311556,,-0.2747021723896286,,-0.12661498708010335,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,9.823323838153794
2391,8,0.10897970530998052,Human,0.04346861831891772,Purple Bangs,13.066666666666666,Blue Kimono with Bow,2.5128205128205128,Striking,0.9607843137254901,Closed,0.48275862068965514,Coin,1.3706293706293706,Off White B,0.2229806598407281,,-0.2747021723896286,Purple Kanzashi,2.4049079754601226,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,18.895653767705795
2392,9,0.21503017004936914,Human,0.04346861831891772,Maroon Fluffy,5.157894736842105,Sloth Yukata,9.333333333333334,Chill,1.0,Smoking,0.9491525423728814,Hand Seal,3.2396694214876036,Cool Gray,0.8115942028985507,,-0.2747021723896286,IKZ Baseball Cap,1.479245283018868,,-0.21052631578947367,Red Stripes Face Paint,1.3517241379310345,,-1.6540084388185654,21.441875519255
2393,8,0.10897970530998052,Blue,0.8828828828828829,Silver Bun,4.3076923076923075,Hawaiian Shirt,4.611764705882353,Concerned,1.0261780104712042,Smile,1.0566037735849056,Kanabo,2.722222222222222,Off White B,0.2229806598407281,,-0.2747021723896286,Azuki Cap,5.850746268656716,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,18.51170786078765
2394,10,0.7340823970037453,Human,0.04346861831891772,Black Pigtails,3.95959595959596,Pink Oversized Kimono,5.52112676056338,Daydreaming,1.0129198966408268,Smile,1.0566037735849056,Monk Staff,2.6849315068493147,Cool Gray,0.8115942028985507,,-0.2747021723896286,Frog Baseball Cap,6.533333333333333,Frog Headphones,7.538461538461538,Lipstick Kiss,5.444444444444444,,-1.6540084388185654,33.411851820486724
2395,7,0.12389380530973451,Blue,0.8828828828828829,Silver Spiky,5.369863013698629,Green Yukata,1.8846153846153846,Indifferent,1.104225352112676,Not Bad,0.9423076923076923,Floorsweeper,1.462686567164179,Off White A,0.21609702315325247,,-0.2747021723896286,,-0.12661498708010335,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,9.581614058408675
2396,6,0.47285886610373945,Human,0.04346861831891772,Blonde Bob,4.8999999999999995,Blue Floral Kimono,2.10752688172043,White,1.97979797979798,Tongue Out,1.9405940594059408,,-0.06084122303274872,Off White C,0.199796126401631,,-0.2747021723896286,,-0.12661498708010335,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,9.178243645880134
2397,8,0.10897970530998052,Human,0.04346861831891772,Blonde Bob,4.8999999999999995,Yellow Bikini,4.170212765957447,Calm,1.0425531914893618,Smirk,0.5399449035812672,Leather Katana,0.9468599033816426,Off White A,0.21609702315325247,,-0.2747021723896286,Full Bandana,2.1538461538461537,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,11.84361958928237
2398,9,0.21503017004936914,Human,0.04346861831891772,Indigo Messy,4.505747126436781,Red Perfecto Jacket,4.72289156626506,Meditating,1.2327044025157234,Growl,1.0025575447570332,Banner,0.8990825688073394,Red,0.38966202783300197,,-0.2747021723896286,Cowboy Hat,3.294117647058824,,-0.21052631578947367,Blue Sunglasses,2.6133333333333333,,-1.6540084388185654,16.77935807837771
2399,9,0.21503017004936914,Human,0.04346861831891772,Blonde Long,3.2666666666666666,Blue Bomber,3.0153846153846158,Chill,1.0,Pout,0.9727047146401985,,-0.06084122303274872,Off White C,0.199796126401631,Wu,5.681159420289855,Straw Hat,3.35042735042735,,-0.21052631578947367,Red Stripes Face Paint,1.3517241379310345,,-1.6540084388185654,17.170985842468852
2400,7,0.12389380530973451,Human,0.04346861831891772,Green Ombre Bangs,6.87719298245614,Blue Kimono with Bow,2.5128205128205128,Amethyst,1.0155440414507773,Grin,1.1136363636363635,,-0.06084122303274872,Off White C,0.199796126401631,,-0.2747021723896286,,-0.12661498708010335,Zen Headphones,1.8232558139534885,,-0.1391057487579844,,-1.6540084388185654,11.454335694268535
2401,9,0.21503017004936914,Human,0.04346861831891772,Powder Blue Pigtails,3.2666666666666666,Cat T-Shirt,4.505747126436781,Closed,0.25274016763378465,Sleep Bubble,4.454545454545454,Katana,0.8929384965831435,Red,0.38966202783300197,Dragon,5.157894736842105,,-0.12661498708010335,Contract Tattoo,4.611764705882353,,-0.1391057487579844,,-1.6540084388185654,21.870728996134925
2402,7,0.12389380530973451,Human,0.04346861831891772,Black Hairband,5.090909090909091,Tank Top with Jacket,3.35042735042735,Striking,0.9607843137254901,Lipstick,0.9607843137254901,,-0.06084122303274872,Red,0.38966202783300197,,-0.2747021723896286,Red Panda Headband,5.297297297297297,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,13.878042918757968
