transaction_hash,block_number,date,asset_id,seller,buyer,maker,taker,sale_price_eth,sale_price_usd
0xda5ea1ae77bb67e434e1ad39edf7fd3c880ab7e8f785d6315d38d6fb93c9cc31,14110692,2022-01-31,6675,0x3e64706134b61a7f44b7632bdd3a22f9314f6493,0xb9e8d3fedcdb5dbd0547401d5808ab8b96f298a4,0x3e64706134b61a7f44b7632bdd3a22f9314f6493,0xb9e8d3fedcdb5dbd0547401d5808ab8b96f298a4,1.38,3602.0517197157005
0x7535547a8410649ebc554a6ab354b8ba3e0e7ee30b1e54d990876374b77f6ed3,14110685,2022-01-31,1576,0x467908599fa5405c5ad8003758dcfbf64fa9aca7,0x15491f326c5a56fde5ca40eb5bfdee36a8f145e1,0x467908599fa5405c5ad8003758dcfbf64fa9aca7,0x15491f326c5a56fde5ca40eb5bfdee36a8f145e1,1.5,3915.273608386631
0x43fba2dc6f85d1db191a0e76e4588bb06c06163d2766b55711d332defe7976f5,14110681,2022-01-31,1642,0xd1838c8d2338717aca9d8d46e21bab24d90befcc,0x48bdcca71b7ef76c57c6b7d509422b5a56259abb,0xd1838c8d2338717aca9d8d46e21bab24d90befcc,0x48bdcca71b7ef76c57c6b7d509422b5a56259abb,1.75,4567.819209784403
0x5adef2a95abad50104b26a13e35112530c15d235af216076ecca1a7f4f8b6127,14110679,2022-01-31,1394,0x9cb385284753b935016ac81e1f191960cdd523ce,0x55d35954e11457018df263bfa42c0c09cb2ee44d,0x9cb385284753b935016ac81e1f191960cdd523ce,0x55d35954e11457018df263bfa42c0c09cb2ee44d,1.38,3602.0517197157005
0xaa72113da6eab18a6158c904a43071aa9d0790ef3c0d5a1d1c138c7b39d7326e,14110679,2022-01-31,4419,0x236dc2ae307e4d88beb35a3295bbc3caeee49f37,0x1a6e4729672613d69e5006a97dd56a455389fb2b,0x236dc2ae307e4d88beb35a3295bbc3caeee49f37,0x1a6e4729672613d69e5006a97dd56a455389fb2b,1.37,3575.94989565979
0x537e82d0c6108fbc3aa49514cc9b86f6c0a11fe1971f3fe2b6100d737fcec4eb,14110679,2022-01-31,7676,0x7e648573383671919222ade1856a2a1faa2c74c3,0xeda457fa45eb650875ee42ad54aa314858a9cc3d,0x7e648573383671919222ade1856a2a1faa2c74c3,0xeda457fa45eb650875ee42ad54aa314858a9cc3d,1.39,3628.153543771611
0xfd38289418f31ab349f212d99efb48ec28214dd6d79d71cfcc479acbbd83b464,14110676,2022-01-31,573,0x48546de9a4d062a49881d4dcf5cec358c1b1e189,0xeda457fa45eb650875ee42ad54aa314858a9cc3d,0x48546de9a4d062a49881d4dcf5cec358c1b1e189,0xeda457fa45eb650875ee42ad54aa314858a9cc3d,1.35,3523.7462475479683
0xf37fef9bdda6a5073f3e11bb56b83d27b2a0b98490e58fd1b5d4428f07f224d6,14110676,2022-01-31,380,0xb8fd8687e854453c0b2a96fd559950fa9f3327d7,0x3d1132c815b29b31137b7eeb37808d13ae6e5fcc,0xb8fd8687e854453c0b2a96fd559950fa9f3327d7,0x3d1132c815b29b31137b7eeb37808d13ae6e5fcc,1.3,3393.2371272684136
0x0e9fbf329ad179e18bc2f74e8cae38b63d7843384bc5ef5044c63e1853980978,14110674,2022-01-31,3240,0x80db7ddb411b5ad1a8ae5e579baee292afe1af2e,0xeda457fa45eb650875ee42ad54aa314858a9cc3d,0x80db7ddb411b5ad1a8ae5e579baee292afe1af2e,0xeda457fa45eb650875ee42ad54aa314858a9cc3d,1.37,3575.94989565979
0xb3a4cff1007a8eed6974c1c1cb18fe8560f1e33bdd46d6c6be070b7b32a963cf,14110673,2022-01-31,3770,0xa2d8041b6edcd696ec301d0f040185a3ea66ae6f,0x0128501617299c8ca3cfc059872d0e4efdb56d57,0xa2d8041b6edcd696ec301d0f040185a3ea66ae6f,0x0128501617299c8ca3cfc059872d0e4efdb56d57,1.3456789,3512.4673883551686
0xc02276ed639b333075f1423fbf999f4a54236c9c64eb542059961b13a983bbab,14110673,2022-01-31,6202,0x1b5b7b514771beec3c83add7e0165166dbc77320,0xeda457fa45eb650875ee42ad54aa314858a9cc3d,0x1b5b7b514771beec3c83add7e0165166dbc77320,0xeda457fa45eb650875ee42ad54aa314858a9cc3d,1.35,3523.7462475479683
0xe6f966e913ff98d2e3bd379085752f91f216f1c41799e9d3ae73981fee3cd652,14110672,2022-01-31,6968,0x067c8b2172299e5f47038455cfb097881b430d5f,0xeda457fa45eb650875ee42ad54aa314858a9cc3d,0x067c8b2172299e5f47038455cfb097881b430d5f,0xeda457fa45eb650875ee42ad54aa314858a9cc3d,1.3499,3523.485229307409
0xa492df3e20bf1af4871dbbc807996173d9a940806d30cf2b54973b71c29c5e2a,14110669,2022-01-31,2687,0xe211c773f8576e138e8ad985ccdf2e0b44942759,0xeda457fa45eb650875ee42ad54aa314858a9cc3d,0xe211c773f8576e138e8ad985ccdf2e0b44942759,0xeda457fa45eb650875ee42ad54aa314858a9cc3d,1.34,3497.6444234920573
0x9326d2b95651b36a7a7712ee0aa62d3a6967eb19e3acfd18cd814fdf59fab8f8,14110669,2022-01-31,4807,0x7e345a2a7c6ab50eeba694b4a5f98898eca59bcc,0xaf497a92c586aabe06497bd4569cb291f4a03c3c,0x7e345a2a7c6ab50eeba694b4a5f98898eca59bcc,0xaf497a92c586aabe06497bd4569cb291f4a03c3c,1.25,3262.7280069888593
0x5935cc6b88b65014c94246ecadc2d40b24530061e22fdca3e52f8eaefd994455,14110669,2022-01-31,3223,0x8fdebbe760c36f766c9be36d56082d2e4fe62927,0xeda457fa45eb650875ee42ad54aa314858a9cc3d,0x8fdebbe760c36f766c9be36d56082d2e4fe62927,0xeda457fa45eb650875ee42ad54aa314858a9cc3d,1.34,3497.6444234920573
0xe49290777be2474fda4d6e53027d954ef08fb8a67372e0590a671ecf3702c4c9,14110669,2022-01-31,5766,0x5ebeddad8467cbd5d71e199e1a84de713f38722a,0x4a7998df2cd16815271bb6b7d3ae7eb30f50a73a,0x5ebeddad8467cbd5d71e199e1a84de713f38722a,0x0a267cf51ef038fc00e71801f5a524aec06e4f07,1.3,3393.2371272684136
0x44b546670d140269cdbd08ae91572b995750fb85aa086cd673333bb3f34b3c5c,14110668,2022-01-31,4996,0x1b5b7b514771beec3c83add7e0165166dbc77320,0xeda457fa45eb650875ee42ad54aa314858a9cc3d,0x1b5b7b514771beec3c83add7e0165166dbc77320,0xeda457fa45eb650875ee42ad54aa314858a9cc3d,1.3,3393.2371272684136
0xb230329ff9665f5cca9e97f6e51ed60be041ded1fc7d1f2b446b704c034e9f72,14110668,2022-01-31,6957,0x5dd4cf11b24deda1afabc095c074de2daaf5f7f5,0x7a57eaa9e2c57524d4834814633882582524d8ea,0x5dd4cf11b24deda1afabc095c074de2daaf5f7f5,0x7a57eaa9e2c57524d4834814633882582524d8ea,1.85,4828.837450343512
0x2aaeff361a8e07dbf0d1e5a896832450840b0686593516cd36f18c141c5d20f4,14110667,2022-01-31,3558,0x72f1c8601c30c6f42ca8b0e85d1b2f87626a0deb,0xeda457fa45eb650875ee42ad54aa314858a9cc3d,0x72f1c8601c30c6f42ca8b0e85d1b2f87626a0deb,0xeda457fa45eb650875ee42ad54aa314858a9cc3d,1.289,3364.5251208069117
0x66e6d9564c37a7cb5a11174349f75c98de55db3de669b89fba9eeeb3527bb6c2,14110667,2022-01-31,4100,0xd7c2ecd7ef6c8e27d66dd78d69bd1b88533c2eef,0xeda457fa45eb650875ee42ad54aa314858a9cc3d,0xd7c2ecd7ef6c8e27d66dd78d69bd1b88533c2eef,0xeda457fa45eb650875ee42ad54aa314858a9cc3d,1.3,3393.2371272684136
0xbb711df0a00a61b74a12703799c5e0847f86d18c6e878a3589c2acc6c64d3a72,14110667,2022-01-31,881,0x1e7925a1334a0b80282034a3a35446f5956bfdea,0xeda457fa45eb650875ee42ad54aa314858a9cc3d,0x1e7925a1334a0b80282034a3a35446f5956bfdea,0xeda457fa45eb650875ee42ad54aa314858a9cc3d,1.3,3393.2371272684136
0xa0028fc319f211beb56931f3eca736de2606b3b6efe7a4dbeab27490ef57acb2,14110666,2022-01-31,6473,0xab64bd41475d64d80368d4b31741ba94ea1c4d73,0x6a01af210dce01f44b5067fc688641384a8bce5b,0xab64bd41475d64d80368d4b31741ba94ea1c4d73,0x6a01af210dce01f44b5067fc688641384a8bce5b,1.2,3132.218886709305
0x3f981de178d8701b97663eeb40adc18a6534eccce1b1021cd2e2d0743b513588,14110664,2022-01-31,5406,0x72f1c8601c30c6f42ca8b0e85d1b2f87626a0deb,0x052197294bb2eccfeb97c9c9feea7b17588b76a8,0x72f1c8601c30c6f42ca8b0e85d1b2f87626a0deb,0x052197294bb2eccfeb97c9c9feea7b17588b76a8,1.289,3364.5251208069117
0xa514a6b2a0cd0edc0cd71de73facce5c06095b8307471e6946658e56c50b2265,14110662,2022-01-31,7445,0x8cd6fe02ee30da756efc1e8fe07d5ae4047b19b7,0xef89b367d5288815041208acdf07a36bd3553b46,0x8cd6fe02ee30da756efc1e8fe07d5ae4047b19b7,0xef89b367d5288815041208acdf07a36bd3553b46,1.25,3262.7280069888593
0xc20c4577d63a5deed51843b8ab8293192e14bddf01ac055ee886bf0b646588bd,14110661,2022-01-31,7334,0x4d9b5696a8afed6b65f92b1b86ccf90c7561ae56,0x938ea29ca8e7577a7917660ce21f2a652def3f1c,0x4d9b5696a8afed6b65f92b1b86ccf90c7561ae56,0x938ea29ca8e7577a7917660ce21f2a652def3f1c,1.3,3393.2371272684136
0x542df0d48f3663b3555790e74ce87a5a93f7392d4f9f2fcbb376593be40c5e5e,14110658,2022-01-31,3619,0x275eb69f5778c4f8ac753f16edc24139ee1fac30,0x367539cc2cc0c53039bfc21517d15febf1267fc7,0x367539cc2cc0c53039bfc21517d15febf1267fc7,0x275eb69f5778c4f8ac753f16edc24139ee1fac30,1.5150000000000001,3954.426344470498
0x7af94407b17c8fd6968613b10cdc7ec08daedf5d9dc4f1c6a2c43118da429a90,14110658,2022-01-31,4795,0x43bfbe316733552db009932506f0c23eee762022,0xedfba9c71ac5c74b4b6339dc185dade421aa664d,0x43bfbe316733552db009932506f0c23eee762022,0xedfba9c71ac5c74b4b6339dc185dade421aa664d,1.26,3288.8298310447703
0x188a4eca3c95f72fd8af363be11660ace9389ac3fa7616bc986292cf1d615824,14110654,2022-01-31,4712,0x72f1c8601c30c6f42ca8b0e85d1b2f87626a0deb,0x75d71d3b06544537cd1772e02f34289a527de994,0x72f1c8601c30c6f42ca8b0e85d1b2f87626a0deb,0x75d71d3b06544537cd1772e02f34289a527de994,1.289,3364.5251208069117
0x65565ae7957d940a50fd5e42358bc1d30f9c4650ca3daecc85929739674cc74e,14110654,2022-01-31,5743,0x922b5a56355b304d2d8bc60e1945bfe5bfebf3b2,0x3c9c0c4f5c3393acc38e2e07d5ae8e2d3bff48ec,0x922b5a56355b304d2d8bc60e1945bfe5bfebf3b2,0x3c9c0c4f5c3393acc38e2e07d5ae8e2d3bff48ec,1.5,3915.273608386631
0xd75c031ed13ac46404782ef1a9f4911eb091d4ac9552b39cb3e025304d6d9db1,14110649,2022-01-31,4101,0x3c9c0c4f5c3393acc38e2e07d5ae8e2d3bff48ec,0x9bced4a297683c438222081500e668d31ef122fb,0x3c9c0c4f5c3393acc38e2e07d5ae8e2d3bff48ec,0x9bced4a297683c438222081500e668d31ef122fb,1.24,3236.6261829329483
0x0db1c899177c4219399f58eeea5aa268198d0e29d8126a867fa4b6ab08eacf43,14110639,2022-01-31,2950,0x33ca1276740fe5593e4d402078018d785573e039,0x98a12f3600bdbd0dbe7485589a4fe79e91aa539f,0x33ca1276740fe5593e4d402078018d785573e039,0x98a12f3600bdbd0dbe7485589a4fe79e91aa539f,1.39,3628.153543771611
0x7f41349c9cfa75f1cf9be2c18f110345aaf1fbfb159001fe37827b3637ac730e,14110638,2022-01-31,2495,0xf0e44e80db849a56ad31daa9b43536f3e32e8001,0x9c1bc6d54db8078f7e5db2437c0b99356a2e5283,0xf0e44e80db849a56ad31daa9b43536f3e32e8001,0x9c1bc6d54db8078f7e5db2437c0b99356a2e5283,1.2,3132.218886709305
0x5332d0c28e1e26d28e61362218a920f98620eb285c202d7a759b59f5e228bad5,14110635,2022-01-31,444,0xd96889dce3b37bd3278e90ca4e9f65021691a3b8,0xf8dca3189c747ee1d23bed5d7377121912519efd,0xd96889dce3b37bd3278e90ca4e9f65021691a3b8,0xf8dca3189c747ee1d23bed5d7377121912519efd,1.96,5115.957514958532
0x053b10800341f84c66cd1b493fb2b7d2604972b84536639e1f5f38f254a72a37,14110630,2022-01-31,6053,0xb21fd73a9b3682b8a9f31adcf49ffb32a04914b5,0xbef9003faacf2207a9a16cfa32653f6398ce0eb8,0xb21fd73a9b3682b8a9f31adcf49ffb32a04914b5,0xbef9003faacf2207a9a16cfa32653f6398ce0eb8,1.5,3915.273608386631
0x34434a2ae644f572685cf8b00926cbcdd0ba22e139cd6a4ac6112b23caaba798,14110613,2022-01-31,4571,0x58a95b83cbe75d5e5fe53134f141b92ca31eaabd,0x36f098958049717294f8c331a90e681d374c51d7,0x58a95b83cbe75d5e5fe53134f141b92ca31eaabd,0x36f098958049717294f8c331a90e681d374c51d7,1.3,3393.2371272684136
0x22351d3e1bc17dece101d9612418d9bf01860171faa824d03bb9634d25a753a0,14110613,2022-01-31,6510,0x8a8670c2afb36d787fa089c2d381fc14f649521c,0x91849e17d236073d66e3471eec3fdcb28a8ff953,0x8a8670c2afb36d787fa089c2d381fc14f649521c,0x91849e17d236073d66e3471eec3fdcb28a8ff953,1.2,3132.218886709305
0x0c526533830b5c06fd76ae09d588ed7688c62f567467734766a0523e1e6ef49a,14110609,2022-01-31,6695,0x8a1bdfdb9a6ba11dee57f7125bdd55ca54f651ea,0x3d1a338275a58cf021dfc9117b0764d67bdf2677,0x8a1bdfdb9a6ba11dee57f7125bdd55ca54f651ea,0x3d1a338275a58cf021dfc9117b0764d67bdf2677,1.44,3758.662664051166
0x6a9a6635e82a4450b4d1eb6ac3c8308caab2c51f831b5f3ef8175292f8e593a0,14110604,2022-01-31,7453,0x43bfbe316733552db009932506f0c23eee762022,0xcc41848f1ecefebf286dcf9f5180181cea58d8bb,0x43bfbe316733552db009932506f0c23eee762022,0xcc41848f1ecefebf286dcf9f5180181cea58d8bb,1.25,3262.7280069888593
0x03e37d65f5ae41e52bfded3fc17ffbb950d3bb95507326584393947c76d309e5,14110600,2022-01-31,7563,0x412b1cf6a3e4f2c8f00ac573dcc7231eb1d1046f,0xe9f63730d243bc6df5f5a109328b3f7cc0614d6d,0x412b1cf6a3e4f2c8f00ac573dcc7231eb1d1046f,0xe9f63730d243bc6df5f5a109328b3f7cc0614d6d,1.24,3236.6261829329483
0xa4c9ea037eb26b5946015fa7e5817d21266266230006d48f269504b8fd4bbddb,14110598,2022-01-31,966,0x6299aed920679c4a680fb53a0e63b8f878208878,0x504155eb3e3bbff54ff8a4f0485fc72d67a8d57b,0x6299aed920679c4a680fb53a0e63b8f878208878,0x504155eb3e3bbff54ff8a4f0485fc72d67a8d57b,1.25,3262.7280069888593
0x7c84639b2c800c2b2fa1bd242fb9fe95d2b8bb5aa6c2ad7c794d352763c293ed,14110597,2022-01-31,5129,0x8a8670c2afb36d787fa089c2d381fc14f649521c,0x6a01af210dce01f44b5067fc688641384a8bce5b,0x8a8670c2afb36d787fa089c2d381fc14f649521c,0x6a01af210dce01f44b5067fc688641384a8bce5b,1.2,3132.218886709305
0x48db6315a9180fe6ab1201ec82d44c46407a12a0c9db49db27e3fce69e669915,14110593,2022-01-31,5992,0x72f1c8601c30c6f42ca8b0e85d1b2f87626a0deb,0xcadeaf17bc38c0fce7c3169afa498062140b738d,0x72f1c8601c30c6f42ca8b0e85d1b2f87626a0deb,0xcadeaf17bc38c0fce7c3169afa498062140b738d,1.289,3364.5251208069117
0x0d55c71f58b9094c6710f58cb9735d5e0421e234152cded9da85687fa9a17338,14110591,2022-01-31,1095,0x218d75b17f491793a96ab4326c7875950359a80c,0x295d609d3c402cf046fcad546ed295ecdf5bc1ce,0x218d75b17f491793a96ab4326c7875950359a80c,0x295d609d3c402cf046fcad546ed295ecdf5bc1ce,1.0,2610.1824055910874
0xd04faf144857f6a7efed8f785d4d42d1e2c1476fdcd69c5223406902a920d203,14110587,2022-01-31,1546,0xb8fecafcc9248a6c2df5c30a8c8e89b95de43b92,0x128bfd170c1114671c35273bbd0b6719a57ee422,0xb8fecafcc9248a6c2df5c30a8c8e89b95de43b92,0x128bfd170c1114671c35273bbd0b6719a57ee422,1.199,3129.608704303714
0x3f22d34dd1093b129125181509003bb74a7573f82fb14221f5f8297b4bbcc504,14110584,2022-01-31,6751,0x0f77187768f35a9ef5a6869d445fdd1be01a3250,0x6328b1ab89be775420229031450e75dd854467e1,0x0f77187768f35a9ef5a6869d445fdd1be01a3250,0x6328b1ab89be775420229031450e75dd854467e1,1.25,3262.7280069888593
0x2d7e8df3c8359d0f297647481069f3775bf36c77ae0a6e60231f4990e3943a55,14110568,2022-01-31,6430,0x26a21420d1df6262ab2c8f6f6b7ec8d3a03c5fa3,0x60c83a146e441dce23677a402a4f5255692e4078,0x26a21420d1df6262ab2c8f6f6b7ec8d3a03c5fa3,0x60c83a146e441dce23677a402a4f5255692e4078,1.2,3132.218886709305
0x65c07e1271d99b377d3c955dacc3642912aa980528f9d71287327634b9543482,14110565,2022-01-31,4184,0x4d9b5696a8afed6b65f92b1b86ccf90c7561ae56,0x8b9098721206b3b631e35585ba1df8285b7478be,0x4d9b5696a8afed6b65f92b1b86ccf90c7561ae56,0x8b9098721206b3b631e35585ba1df8285b7478be,1.2,3132.218886709305
0x5c46061043a95852acdc561dca768c015ec03c813bf8c95282e4ceaa1b76b46e,14110560,2022-01-31,5643,0x9b507755e8ae983c0d1c520ad74768edb61f0f4f,0x389e11d9dfb184527437343e6bccbe6ffc4fa286,0x9b507755e8ae983c0d1c520ad74768edb61f0f4f,0x389e11d9dfb184527437343e6bccbe6ffc4fa286,1.23,3210.5243588770377
0xffacb47291c434f96d27c51fcfd027822d937b8e3cbde26281d0cbc6fc19a669,14110557,2022-01-31,6179,0x43bfbe316733552db009932506f0c23eee762022,0xf58ff19409cb96b52844de697f53c482fed7fd4c,0x43bfbe316733552db009932506f0c23eee762022,0xf58ff19409cb96b52844de697f53c482fed7fd4c,1.2,3132.218886709305
0x9eceb1a28511ef2bcda0c7f8cdcf9bb576df88b400999253086b55ae743bcaec,14110553,2022-01-31,7768,0xd70318e54608ad02d3cc74a3f0814749778b42fd,0x1c1c8a68ed45ebb9508dd2c09b3b645f4ae74d16,0xd70318e54608ad02d3cc74a3f0814749778b42fd,0x1c1c8a68ed45ebb9508dd2c09b3b645f4ae74d16,1.5,3915.273608386631
0xb0317cb9e5e74e26e7a6ccde18ca6aa8f64ff5bc49724f7ca2a4710deaad8123,14110551,2022-01-31,3769,0x87622f95f1041343ea547e9c9d360c49283a5eed,0xfccd18adfbebddcbd0843c8d598135a3e59be3dc,0x87622f95f1041343ea547e9c9d360c49283a5eed,0xfccd18adfbebddcbd0843c8d598135a3e59be3dc,1.18,3080.015238597483
0x4dd6e940a4208309221eb98a407b6c069da016c04e816df92a4b88e38561e480,14110548,2022-01-31,1145,0x8c35933c469406c8899882f5c2119649cd5b617f,0xb13d67f3ebc6da6352e728e21d698e7f94cc89d8,0x8c35933c469406c8899882f5c2119649cd5b617f,0xb13d67f3ebc6da6352e728e21d698e7f94cc89d8,1.25,3262.7280069888593
0x616ab6d33f7543aabe3058a63ccadd8a66a9b1d78b6d0d298fd4bb0e63b20c10,14110539,2022-01-31,6125,0x43bfbe316733552db009932506f0c23eee762022,0x51c3b8e1309ef11a8db2a499e5f1893a36454dce,0x43bfbe316733552db009932506f0c23eee762022,0x51c3b8e1309ef11a8db2a499e5f1893a36454dce,1.24,3236.6261829329483
0x61feb1c8d917452ae1dad8b4aecae961fce9fedd9146d21c5760713c43aa444a,14110538,2022-01-31,7268,0x921fe01c2d27870194ac46156b5b5e8852946679,0xa8add4c7d338cf06478a5a297ab17ebe518afe46,0x921fe01c2d27870194ac46156b5b5e8852946679,0xa8add4c7d338cf06478a5a297ab17ebe518afe46,1.25,3262.7280069888593
0xf419c465ac54c58d74b2b72ca05214af6756fa789d93c689737dced2b7e99d93,14110536,2022-01-31,5367,0x43bfbe316733552db009932506f0c23eee762022,0x04b4fa4d9926e47a8e67528a4074e39b8a52edcb,0x43bfbe316733552db009932506f0c23eee762022,0x04b4fa4d9926e47a8e67528a4074e39b8a52edcb,1.2,3132.218886709305
0xe699a8e7e83e069b786bb0c6f9b1db58c96af26bf42580536b21d0f93980b83c,14110535,2022-01-31,1991,0xac16d6037658babda0520d31034cf02f74b90bbd,0x8ded10d6952f7378144edcdf5ecd90c8f17b2d78,0xac16d6037658babda0520d31034cf02f74b90bbd,0x8ded10d6952f7378144edcdf5ecd90c8f17b2d78,1.19,3106.117062653394
0x8b2d1f5356fa339311aaecb4ec1154db06e0bee403ce3ea2b4cc01c9110e5ea2,14110532,2022-01-31,7070,0x43bfbe316733552db009932506f0c23eee762022,0xbbc30ddda94ac46496736215129b6b6f8c02bbf4,0x43bfbe316733552db009932506f0c23eee762022,0xbbc30ddda94ac46496736215129b6b6f8c02bbf4,1.2,3132.218886709305
0xe8d968ed96ecd6eed3ef34829ae4b2873d94508a16cb64c827b39904beeac02c,14110532,2022-01-31,3974,0xa014f4727361f0b8b83b5b2a7c3817c67a284864,0x57ce98d070cd718e9505baf5115e206ac4fea230,0xa014f4727361f0b8b83b5b2a7c3817c67a284864,0x57ce98d070cd718e9505baf5115e206ac4fea230,1.2,3132.218886709305
0xc075d99e39f6857e93abb2c3274a3e1a7dd78083f6b7a201126a70cbf242588d,14110531,2022-01-31,4977,0x26a21420d1df6262ab2c8f6f6b7ec8d3a03c5fa3,0xb13d67f3ebc6da6352e728e21d698e7f94cc89d8,0x26a21420d1df6262ab2c8f6f6b7ec8d3a03c5fa3,0xb13d67f3ebc6da6352e728e21d698e7f94cc89d8,1.2,3132.218886709305
0x1da62ae6faadb84304761be3c5b26b031d1838b2de7ef99c2a731b25b5741713,14110528,2022-01-31,6823,0x43bfbe316733552db009932506f0c23eee762022,0x51c3b8e1309ef11a8db2a499e5f1893a36454dce,0x43bfbe316733552db009932506f0c23eee762022,0x51c3b8e1309ef11a8db2a499e5f1893a36454dce,1.2,3132.218886709305
0xa129616e0b1f83981b2345d26be0f45790c643a6177e9b87c3941adde054ab03,14110526,2022-01-31,7056,0x5e5db6f6e24fa754c1b813f863ac3fdf2ed4e677,0xb13d67f3ebc6da6352e728e21d698e7f94cc89d8,0x5e5db6f6e24fa754c1b813f863ac3fdf2ed4e677,0xb13d67f3ebc6da6352e728e21d698e7f94cc89d8,1.19,3106.117062653394
0x4376971fe772860bb9ed971ab5cbb4deba6d2b8f16a810080f35eb1e49fe7f71,14110524,2022-01-31,3252,0x5897c15f308eb2bc77612597feeb59125e3ea21d,0x75d339a56b7d1b28a5afea367685b2d60bd887d4,0x5897c15f308eb2bc77612597feeb59125e3ea21d,0x75d339a56b7d1b28a5afea367685b2d60bd887d4,1.2,3132.218886709305
0xa94f2c6700224e115e42ec441fbef3bbcd5fee3af14d451c4ab60200b77579fb,14110520,2022-01-31,7479,0xb338a9aee38cd79ee0fde4fe7d1b5095d070613b,0xb13d67f3ebc6da6352e728e21d698e7f94cc89d8,0xb338a9aee38cd79ee0fde4fe7d1b5095d070613b,0xb13d67f3ebc6da6352e728e21d698e7f94cc89d8,1.15,3001.7097664297503
0xd90b97b3d4abb4ab225458f29daf9025b0a7702ce3fddb46e688179a00568525,14110519,2022-01-31,1639,0xadf31546eefc2664337dcd16c1c607fa6a52a57e,0xd0ba6fa9601afff233566cb2239df3cd1db59318,0xadf31546eefc2664337dcd16c1c607fa6a52a57e,0xd0ba6fa9601afff233566cb2239df3cd1db59318,1.25,3262.7280069888593
0x745d9469a44730ca4c4537e58f390b536b4373c873ce8968561d75633a441a76,14110512,2022-01-31,7125,0xe703e4ed4c206530c1effad074774b0784a763a0,0x11f85ac67e3168a01ec650b2569644f18608b0b6,0xe703e4ed4c206530c1effad074774b0784a763a0,0x11f85ac67e3168a01ec650b2569644f18608b0b6,1.0,2610.1824055910874
0x781fd0cb66bc5731438c19c80383859a9f50f9fa0f89b906cf762e4dfd673d12,14110511,2022-01-31,1325,0x513b17fd80460b8dbf769232e29a4a84d97a332e,0x33a107df65b0e7652e019f0e3a5cae235e56e972,0x513b17fd80460b8dbf769232e29a4a84d97a332e,0x33a107df65b0e7652e019f0e3a5cae235e56e972,1.17,3053.913414541572
0x88bc0e4d44e29ebf4a1b589ae7cc370e1867808b5ae99de5177a651fc9e76010,14110505,2022-01-31,6803,0x43bfbe316733552db009932506f0c23eee762022,0x51c3b8e1309ef11a8db2a499e5f1893a36454dce,0x43bfbe316733552db009932506f0c23eee762022,0x51c3b8e1309ef11a8db2a499e5f1893a36454dce,1.18,3080.015238597483
0x71fd03c674ae1702f76d2801e0063ff9c2e0f87bb6f7801c3eca477a079729a8,14110504,2022-01-31,1001,0x0617d6a0cb1f479a72edbf4748390d702995360c,0x67a2fb43633a642e2740d8cc85d6ecea6a621836,0x67a2fb43633a642e2740d8cc85d6ecea6a621836,0x0617d6a0cb1f479a72edbf4748390d702995360c,2.0,5220.364811182175
0x82a93f886c821ef5f79c902772420c9a4d36900c25957668e687d874455ae7fc,14110501,2022-01-31,1816,0x512adb0e41fad6c6f42e924d4d74629512455239,0x0b15b316a81cfed5e281c5ba22f136204ff5951e,0x512adb0e41fad6c6f42e924d4d74629512455239,0x0b15b316a81cfed5e281c5ba22f136204ff5951e,2.39,6238.3359493626995
0xb4c30d8387c670d9149dc39cb1ee0dccdf3537b1f23507a37696f73e359e5aa1,14110501,2022-01-31,6855,0xd2f04d6d18974d3f5812f44e6edc8bbcfd5ba200,0x5239a8604ffe20d99649d6f5ed19d19dc0e87c98,0xd2f04d6d18974d3f5812f44e6edc8bbcfd5ba200,0x5239a8604ffe20d99649d6f5ed19d19dc0e87c98,1.1,2871.2006461501965
0xd467f338889092badba43079f322e08dfd15e7ffe31779ff631489577400a0de,14110500,2022-01-31,5040,0x43bfbe316733552db009932506f0c23eee762022,0x51c3b8e1309ef11a8db2a499e5f1893a36454dce,0x43bfbe316733552db009932506f0c23eee762022,0x51c3b8e1309ef11a8db2a499e5f1893a36454dce,1.19,3106.117062653394
0x22823c245807c12e3bfafa18dbea1a3bbd594a87bfafb9f3c8744e69e93a5d53,14110497,2022-01-31,6974,0x34c592f18b55c3f4cc8056e717933cd807ae72b0,0x94cb0168c37622e78f9b559259f943db53e027ac,0x34c592f18b55c3f4cc8056e717933cd807ae72b0,0x94cb0168c37622e78f9b559259f943db53e027ac,1.1,2871.2006461501965
0xd385f04b8cdc85f4d1c7cf90eb8d95fd6707debd0f970cbf410e489d5d4ba157,14110493,2022-01-31,1286,0xd2f04d6d18974d3f5812f44e6edc8bbcfd5ba200,0x51c3b8e1309ef11a8db2a499e5f1893a36454dce,0xd2f04d6d18974d3f5812f44e6edc8bbcfd5ba200,0x51c3b8e1309ef11a8db2a499e5f1893a36454dce,1.1,2871.2006461501965
0x82cfe4d877cdb2a583d9cf8af4e443530624e89371724cb92dbcdb06bbdd499e,14110487,2022-01-31,7723,0x47bc15b665d9e1ff3f1a14af89bc53d1c22857f0,0xfaed52cb8d2786d5c2e742659785baac22f38615,0x47bc15b665d9e1ff3f1a14af89bc53d1c22857f0,0xfaed52cb8d2786d5c2e742659785baac22f38615,1.14,2975.6079423738393
