asset_id,attribute_count,attribute_count_rarity_score,Mouth_attribute,Mouth_rarity_score,Skin_attribute,Skin_rarity_score,Weapon_attribute,Weapon_rarity_score,Background_attribute,Background_rarity_score,Clothes_attribute,Clothes_rarity_score,Eyes_attribute,Eyes_rarity_score,Eyewear_attribute,Eyewear_rarity_score,Hair_attribute,Hair_rarity_score,Hat_attribute,Hat_rarity_score,KILLER_GF_attribute,KILLER_GF_rarity_score,overall_rarity_score
673,8,2.0179034769071094,Tongue out,44.44,Tanline,6.906749555950266,AR-15,18.605263157894736,Dark Gradient,20.683510638297875,Grey Hoodie,41.36702127659575,Cute Angry Eyes,20.794117647058822,Shades,29.347169811320757,Hot Pink Flowy Hair,109.53521126760565,,1.8111318118304611,,1.000900900900901,296.5089795443623
674,7,3.5031531531531535,One Side Grin,33.813043478260866,Light,3.2109826589595376,Katana,18.002314814814813,GF Heart Pink,17.243902439024392,HODL Jacket,36.51173708920188,Devil Pink Eyes,53.26712328767123,,1.921195652173913,Blonde Flowy Hair,28.69741697416974,,1.8111318118304611,,1.000900900900901,198.98290226016084
675,7,3.5031531531531535,Closed Smile Pink,34.10964912280702,Bloody Light,11.59016393442623,Syringe,68.21929824561404,Pink Gradient,19.589420654911837,Samurai,77.77,Cute Brown Eyes,19.10810810810811,,1.921195652173913,Short Pink Hair,31.613821138211378,,1.8111318118304611,,1.000900900900901,270.23684272213706
676,8,2.0179034769071094,Crescent Smile,32.40416666666667,Light,3.2109826589595376,Dual Wield,45.47953216374269,White KGF Pattern,15.130350194552527,Agent Outfit,42.73076923076923,Doll Eyes,21.723463687150836,3D Glasses,74.06666666666666,Long Silver Bangs,37.93658536585366,,1.8111318118304611,,1.000900900900901,277.51245282400026
677,8,2.0179034769071094,Lip Bite Pink,34.10964912280702,Pale,6.167327517842982,Magic Heart Wand,52.19463087248322,Black Gradient,20.305483028720626,Android Dress,36.51173708920188,Closed,18.17056074766355,Grey Heart Glasses,28.07581227436823,Dark Short Wavy Hair,40.295336787564764,,1.8111318118304611,,1.000900900900901,240.66047363029074
678,8,2.0179034769071094,Shark Smile,39.47715736040609,Light,3.2109826589595376,Kitty Ghosts,55.94964028776979,GF Heart Pink,17.243902439024392,Red Mesh Jacket,52.19463087248322,Heart Eyes,25.25,Black Glasses,22.47687861271676,Long Silver Hairclip Bangs,33.96069868995633,,1.8111318118304611,,1.000900900900901,254.59382711095458
679,8,2.0179034769071094,Open Smile,32.81434599156118,Tanline,6.906749555950266,Magic Heart Wand,52.19463087248322,White Hole,17.05482456140351,NFTX Hoodie,77.0,Vampire Eyes,22.09375,,1.921195652173913,Long Blue Hairclip Bangs,40.295336787564764,Oni Mask,38.310344827586206,,1.000900900900901,291.60998262653106
680,8,2.0179034769071094,Lip Bite Red,30.86111111111111,Light,3.2109826589595376,Vampblade,67.04310344827586,Black Gradient,20.305483028720626,Messy Student,43.69101123595506,Pink Eyes,22.6734693877551,Shades,29.347169811320757,Long Silver Bangs,37.93658536585366,,1.8111318118304611,,1.000900900900901,259.8988522375902
681,7,3.5031531531531535,Angry Shy,51.503311258278146,Tanline,6.906749555950266,Floating Knives,60.7578125,GF Heart White,15.400000000000002,Agent Outfit,42.73076923076923,Cute Angry Eyes,20.794117647058822,,1.921195652173913,Dark Hairclip Bangs,32.6764705882353,,1.8111318118304611,,1.000900900900901,239.00561229835014
682,7,3.5031531531531535,One Side Grin,33.813043478260866,Light,3.2109826589595376,Double Katana,28.28,Crimson Gradient,23.077151335311573,GM GN Fur,68.21929824561404,Sharp Blue Eyes,19.10810810810811,,1.921195652173913,Short Pink Hair,31.613821138211378,,1.8111318118304611,,1.000900900900901,215.5587864825239
683,9,4.631923764145325,Red Lick,34.56444444444445,Pale,6.167327517842982,Katana,18.002314814814813,Purple Gradient,15.774847870182557,Android Dress,36.51173708920188,Closed,18.17056074766355,Android Eyemask,33.23504273504273,White Android Hair,47.71165644171779,Black Hairband,31.108,,1.000900900900901,246.87875632595697
684,7,3.5031531531531535,Angry Shy,51.503311258278146,Tanline,6.906749555950266,Ghost Blade,33.96069868995633,Pink Gradient,19.589420654911837,Red Mesh Jacket,52.19463087248322,Cute Angry Eyes,20.794117647058822,,1.921195652173913,Blue Fade Hair,30.86111111111111,,1.8111318118304611,,1.000900900900901,224.04642130780812
685,8,2.0179034769071094,Vampire Cute Grin,29.68320610687023,Light,3.2109826589595376,Dual Saber,58.473684210526315,Dark KGF Pattern,19.061274509803923,Goth,55.156028368794324,Spiral Prism Eyes,32.00411522633745,,1.921195652173913,Red Devil Braids,36.3411214953271,Silver Halo,32.13636363636364,,1.000900900900901,271.0067762429644
686,7,3.5031531531531535,O Smile,31.613821138211378,Dark,4.76824034334764,Spirit Fire,24.68888888888889,GF Heart Pink,17.243902439024392,Saber Suit,58.037313432835816,Spiral Prism Eyes,32.00411522633745,,1.921195652173913,Light Buns,27.578014184397162,,1.8111318118304611,,1.000900900900901,204.17067717110112
687,8,2.0179034769071094,Soft Pink Grin,31.742857142857144,Pale,6.167327517842982,Gatling Gun,21.365384615384617,GF Heart Invert,17.960739030023095,White Star Dress,55.94964028776979,Vampire Eyes,22.09375,Flame Eye,131.8135593220339,Short Pink Hair,31.613821138211378,,1.8111318118304611,,1.000900900900901,323.5370152437614
688,8,2.0179034769071094,Open Smile Red Vamp,26.633561643835616,Light,3.2109826589595376,Magic Heart Wand,52.19463087248322,GF Heart White,15.400000000000002,Defiant School Girl,45.747058823529414,Cute Brown Eyes,19.10810810810811,Grey Heart Glasses,28.07581227436823,Blue Side Ponytail,38.885,,1.8111318118304611,,1.000900900900901,234.08509057092255
689,7,3.5031531531531535,Soft Pink Grin,31.742857142857144,Bloody Pale,40.93157894736842,Devil Scythe,62.216,GF Heart White,15.400000000000002,Racer Pink,65.90677966101696,Vampire Eyes,22.09375,,1.921195652173913,Short Pink Hair,31.613821138211378,,1.8111318118304611,,1.000900900900901,278.14116840751234
690,8,2.0179034769071094,Blue Open Mouth,29.347169811320757,Light,3.2109826589595376,Gatling Gun,21.365384615384617,Purple Gradient,15.774847870182557,White Turtleneck,37.03333333333333,Closed,18.17056074766355,,1.921195652173913,Short Pink Hair,31.613821138211378,Metafox,111.1,,1.000900900900901,272.55610020503764
691,7,3.5031531531531535,Open Smile,32.81434599156118,Tanline,6.906749555950266,Spirit Fire,24.68888888888889,KGF Pattern,21.542936288088644,White Tie Uniform,41.588235294117645,Wink,29.347169811320757,,1.921195652173913,Butterfly Hair,39.882051282051286,,1.8111318118304611,,1.000900900900901,205.00675863003707
692,8,2.0179034769071094,Shark Smile,39.47715736040609,Light,3.2109826589595376,Chosen Sword,51.16447368421053,Purple Solid,16.511677282377917,Devil Bikini,138.875,Cute Dark Eyes,21.84550561797753,,1.921195652173913,Neko Hair,50.174193548387095,Black Hairband,31.108,,1.000900900900901,357.30699018230064
693,9,4.631923764145325,Lip Bite Red,30.86111111111111,Bloody Light,11.59016393442623,AR-15,18.605263157894736,GF Heart White,15.400000000000002,Dark Heart Maid,39.47715736040609,Jester Eyes,33.23504273504273,Censor,92.58333333333333,Dark Flowy Buns,28.48717948717949,Maid,216.02777777777777,,1.000900900900901,491.8998535622177
694,7,3.5031531531531535,Open Smile Red Vamp,26.633561643835616,Pale,6.167327517842982,Chainsaw,18.34198113207547,GF Heart Invert,17.960739030023095,Wcdonald Employee,94.84146341463415,Cute Brown Eyes,19.10810810810811,,1.921195652173913,Long Silver Bangs,37.93658536585366,,1.8111318118304611,,1.000900900900901,229.22614773043145
695,8,2.0179034769071094,X Mask,39.67857142857143,Dark,4.76824034334764,Gun,20.519788918205805,Pink Gradient,19.589420654911837,Pattern Jacket,42.03783783783784,Cyberpop Eyes,35.35,,1.921195652173913,Long Dark Bangs,27.38380281690141,Metal Horns,53.26712328767123,,1.000900900900901,247.5347853174291
696,8,2.0179034769071094,Vampire Cute Grin,29.68320610687023,Tanline,6.906749555950266,Samurai Bow,58.037313432835816,Purple Solid,16.511677282377917,Agent Outfit,42.73076923076923,Cyberpop Eyes,35.35,,1.921195652173913,Long Dark Bangs,27.38380281690141,Black Ribbon,27.974820143884894,,1.000900900900901,249.51833859957165
697,7,3.5031531531531535,One Side Grin,33.813043478260866,Light,3.2109826589595376,Ghost Blade,33.96069868995633,Grey Gradient,15.21917808219178,Red Heart Dress,55.55,Light Blue Eyes,22.09375,,1.921195652173913,Blue Fishpin Hair,32.53974895397489,,1.8111318118304611,,1.000900900900901,204.6237833814018
698,8,2.0179034769071094,Snaggle Tooth,26.633561643835616,Pale,6.167327517842982,Gun,20.519788918205805,Crimson Gradient,23.077151335311573,White X Dress,92.58333333333333,Dark Glow Eyes,42.49726775956284,,1.921195652173913,White Android Hair,47.71165644171779,Dark Devil Wings,61.23622047244095,,1.000900900900901,325.3663074522328
699,7,3.5031531531531535,Lollipop,67.62608695652173,Light,3.2109826589595376,Gatling Gun,21.365384615384617,KGF Pattern,21.542936288088644,Grey Hoodie,41.36702127659575,Cute Brown Eyes,19.10810810810811,,1.921195652173913,Dark Short Wavy Hair,40.295336787564764,,1.8111318118304611,,1.000900900900901,222.75223820928153
700,7,3.5031531531531535,uwu,26.633561643835616,Dark,4.76824034334764,Laser Cannon,64.27272727272728,Crimson Hole,21.190735694822887,Dark Heart Maid,39.47715736040609,Psycho Eyes,38.122549019607845,,1.921195652173913,Neko Hair,50.174193548387095,,1.8111318118304611,,1.000900900900901,252.87554640119285
701,7,3.5031531531531535,Smooch Lips,34.41150442477876,Tanline,6.906749555950266,Gun,20.519788918205805,Purple Solid,16.511677282377917,Pilot Dress,45.747058823529414,Shy Blue Eyes,21.483425414364643,,1.921195652173913,Dark Buns,30.984063745019924,,1.8111318118304611,,1.000900900900901,184.80064968228513
702,8,2.0179034769071094,Silver Cybermask,68.82300884955752,Pale,6.167327517842982,Beat Blade,54.76760563380282,GF Heart White,15.400000000000002,Devil Bikini,138.875,Closed,18.17056074766355,,1.921195652173913,Blonde Flowy Hair,28.69741697416974,Pulled Up Goggles,114.36764705882352,,1.000900900900901,450.2085668118421
703,7,3.5031531531531535,Vamp Smile,28.17753623188406,Light,3.2109826589595376,Vampblade,67.04310344827586,Crimson Hole,21.190735694822887,Bleeding Heart Tee,42.966850828729285,Dark Blue Eyes,19.63888888888889,,1.921195652173913,Rockstar Hair,93.69879518072288,,1.8111318118304611,,1.000900900900901,284.1632744503418
704,8,2.0179034769071094,One Side Grin,33.813043478260866,Light,3.2109826589595376,Dual Saber,58.473684210526315,GF Heart White,15.400000000000002,Messy Student,43.69101123595506,Crimson Eyes,21.483425414364643,,1.921195652173913,Blue Fade Hair,30.86111111111111,Silver Halo,32.13636363636364,,1.000900900900901,244.0096217755231
705,9,4.631923764145325,Tongue out,44.44,Pale,6.167327517842982,Scissors,47.420731707317074,Purple Gradient,15.774847870182557,White Turtleneck,37.03333333333333,Cute Brown Eyes,19.10810810810811,Phantom Thief,39.08040201005025,Blue Fishpin Hair,32.53974895397489,Red Ribbon,32.53974895397489,,1.000900900900901,279.73707311983026
706,7,3.5031531531531535,Vamp Smile,28.17753623188406,Dark,4.76824034334764,Syringe,68.21929824561404,White KGF Pattern,15.130350194552527,Assassin,47.13333333333333,Heart Eyes,25.25,,1.921195652173913,Pink Punk Hair,38.691542288557216,,1.8111318118304611,,1.000900900900901,235.60668215534722
707,9,4.631923764145325,Average Smile,35.19004524886878,Light,3.2109826589595376,Ghost Blade,33.96069868995633,Purple Solid,16.511677282377917,Pencil Black,45.747058823529414,Psycho Eyes,38.122549019607845,Grey Heart Glasses,28.07581227436823,Short Bangs with Earrings,30.143410852713178,Devil White Horns,46.84939759036144,,1.000900900900901,283.4444571057889
708,9,4.631923764145325,Lollipop,67.62608695652173,Light,3.2109826589595376,Devil Wings,34.874439461883405,Crimson Ripple,17.634920634920636,White Turtleneck,37.03333333333333,Devil Pink Eyes,53.26712328767123,Red Glasses,22.542028985507248,Long Blue Hairclip Bangs,40.295336787564764,Dark Devil Wings,61.23622047244095,,1.000900900900901,343.35329724384906
709,8,2.0179034769071094,Lip Bite Purple,31.108,Bloody Pale,40.93157894736842,Gun,20.519788918205805,Pink Gradient,19.589420654911837,Kunai Pencil,40.717277486910994,Dark Blue Eyes,19.63888888888889,,1.921195652173913,Pink Punk Hair,38.691542288557216,Crimson Horns,81.01041666666667,,1.000900900900901,297.14691388149174
710,8,2.0179034769071094,Soft Pink Grin,31.742857142857144,Light,3.2109826589595376,AR-15,18.605263157894736,White Hole,17.05482456140351,Punk Bot Shirt,54.00694444444444,Dark Blue Eyes,19.63888888888889,,1.921195652173913,Dark Devil Braids,40.505208333333336,Devil Tooth,77.0,,1.000900900900901,266.7049692177635
711,8,2.0179034769071094,Dark Frown,29.127340823970037,Bloody Dark,29.91153846153846,Devil Scythe,62.216,White Hole,17.05482456140351,Devil Hunter Jacket,65.3529411764706,Cute Dark Eyes,21.84550561797753,Pink Glasses,22.09375,Pink Flowy Hair,41.588235294117645,,1.8111318118304611,,1.000900900900901,294.02007212511626
712,8,2.0179034769071094,Blue Open Mouth,29.347169811320757,Tanline,6.906749555950266,Triple Katana,60.286821705426355,Crimson Explosion,19.155172413793103,Grey Hoodie,41.36702127659575,Spiral Prism Eyes,32.00411522633745,3D Glasses,74.06666666666666,Butterfly Hair,39.882051282051286,,1.8111318118304611,,1.000900900900901,307.8457041277801
713,9,4.631923764145325,Closed Smile Pink,34.10964912280702,Dark,4.76824034334764,Katana,18.002314814814813,Purple Gradient,15.774847870182557,Virtual Idol Outfit,123.44444444444444,Cute Brown Eyes,19.10810810810811,Heart Eye Patch,35.35,Blue Fishpin Hair,32.53974895397489,Black Hairband,31.108,,1.000900900900901,319.8381783227257
714,9,4.631923764145325,Snaggle Tooth,26.633561643835616,Pale,6.167327517842982,Samurai Bow,58.037313432835816,GF Heart Pink,17.243902439024392,White Bunny Suit,97.2125,Shy Blue Eyes,21.483425414364643,Eye Patch White,30.027027027027028,Maniac Hair,94.84146341463415,Bunny Ears,235.66666666666666,,1.000900900900901,592.9460122212774
715,1,1111.0,,324.0416666666667,,324.0416666666667,,324.0416666666667,,324.0416666666667,,324.0416666666667,,324.0416666666667,,1.921195652173913,,324.0416666666667,,1.8111318118304611,Bounty Hunter,7777.0,11160.02399413067
716,7,3.5031531531531535,Open Smile Blue,31.23293172690763,Light,3.2109826589595376,Chosen Sword,51.16447368421053,GF Heart Pink,17.243902439024392,White Mesh Jacket,59.36641221374046,Shy Light Blue,25.006430868167204,,1.921195652173913,Light Buns,27.578014184397162,,1.8111318118304611,,1.000900900900901,223.03952929346534
717,8,2.0179034769071094,Shark Smile,39.47715736040609,Light,3.2109826589595376,Lightning Katana,81.01041666666667,Crimson Ripple,17.634920634920636,Z Jacket,42.49726775956284,Wink,29.347169811320757,Black Glasses,22.47687861271676,Red Short Bangs,65.3529411764706,,1.8111318118304611,,1.000900900900901,305.83767087066235
718,9,4.631923764145325,Ring,60.286821705426355,Pale,6.167327517842982,Buster Blade,40.295336787564764,Crimson Ripple,17.634920634920636,Black Suit,152.49019607843138,Crimson Eyes,21.483425414364643,Red Glasses,22.542028985507248,Brown Flowy Buns,29.018656716417908,Black Ribbon,27.974820143884894,,1.000900900900901,383.5263586494071
719,8,2.0179034769071094,Soft Pink Grin,31.742857142857144,Dark,4.76824034334764,Laser Cannon,64.27272727272728,Dark Gradient,20.683510638297875,Devil Hunter Jacket,65.3529411764706,Crimson Eyes,21.483425414364643,Rave Goggles,65.3529411764706,Dark Flowy Buns,28.48717948717949,,1.8111318118304611,,1.000900900900901,306.97375884135374
720,8,2.0179034769071094,Blue Lick,28.69741697416974,Tanline,6.906749555950266,Death Ray Eye,62.71774193548387,Purple Solid,16.511677282377917,Red Mesh Jacket,52.19463087248322,Wink,29.347169811320757,Rave Goggles,65.3529411764706,Mecha Pilot Twintails,48.60625,,1.8111318118304611,,1.000900900900901,315.1645137978948
721,8,2.0179034769071094,Lip Bite Red,30.86111111111111,Bloody Dark,29.91153846153846,Gun,20.519788918205805,White Hole,17.05482456140351,Android Dress,36.51173708920188,Heterochromia,26.185185185185183,Android Eyemask,33.23504273504273,Pink Flowy Hair,41.588235294117645,,1.8111318118304611,,1.000900900900901,240.69739954544477
722,8,2.0179034769071094,Toast,54.00694444444444,Dark,4.76824034334764,Chosen Sword,51.16447368421053,White Hole,17.05482456140351,Saber Suit,58.037313432835816,Light Blue Eyes,22.09375,Diamond Glasses,65.3529411764706,Blue Fade Hair,30.86111111111111,,1.8111318118304611,,1.000900900900901,308.1695349434621
723,8,2.0179034769071094,Lip Bite Purple,31.108,Bloody Tanline,40.505208333333336,Laser Cannon,64.27272727272728,Crimson Explosion,19.155172413793103,Agent Outfit,42.73076923076923,Shy Light Blue,25.006430868167204,,1.921195652173913,Dark Hairclip Bangs,32.6764705882353,Angel Mask,50.830065359477125,,1.000900900900901,311.2248440964845
724,9,4.631923764145325,Closed Smile Pink,34.10964912280702,Dark,4.76824034334764,Beat Blade,54.76760563380282,White,17.55530474040632,Android Dress,36.51173708920188,Cute Brown Eyes,19.10810810810811,Red Glasses,22.542028985507248,Blonde Ponytail,32.00411522633745,Gold Halo,72.6822429906542,,1.000900900900901,299.68185690521886
725,8,2.0179034769071094,O Smile,31.613821138211378,Tanline,6.906749555950266,Samurai Bow,58.037313432835816,Crimson Ripple,17.634920634920636,Devil Bikini,138.875,Doll Eyes,21.723463687150836,Pink Glasses,22.09375,Pink Punk Hair,38.691542288557216,,1.8111318118304611,,1.000900900900901,340.40649692726464
726,8,2.0179034769071094,Soft Pink Grin,31.742857142857144,Bloody Light,11.59016393442623,Chainsaw,18.34198113207547,White Hole,17.05482456140351,Bleeding Heart Tee,42.966850828729285,Shy Blue Eyes,21.483425414364643,,1.921195652173913,Long Dark Bangs,27.38380281690141,Blood Halo,39.47715736040609,,1.000900900900901,214.9810632211457
727,7,3.5031531531531535,Angry Shy,51.503311258278146,Bloody Pale,40.93157894736842,Oniblade,58.037313432835816,White KGF Pattern,15.130350194552527,Android Dress,36.51173708920188,Closed,18.17056074766355,,1.921195652173913,Dark Flowy Buns,28.48717948717949,,1.8111318118304611,,1.000900900900901,257.0084126751383
728,7,3.5031531531531535,Zipped Mask,32.13636363636364,Pale,6.167327517842982,Chainsaw,18.34198113207547,GF Heart Pink,17.243902439024392,Pilot Dress,45.747058823529414,Crimson Eyes,21.483425414364643,,1.921195652173913,Dark Devil Braids,40.505208333333336,,1.8111318118304611,,1.000900900900901,189.8616488145923
729,7,3.5031531531531535,Angry Shy,51.503311258278146,Light,3.2109826589595376,Katana,18.002314814814813,Grey Gradient,15.21917808219178,Pencil Black,45.747058823529414,Monochrome Eyes,35.19004524886878,,1.921195652173913,Quinn Hair,43.205555555555556,,1.8111318118304611,,1.000900900900901,220.3148279602564
730,8,2.0179034769071094,Closed Smile Pink,34.10964912280702,Light,3.2109826589595376,Katana,18.002314814814813,Dark KGF Pattern,19.061274509803923,GM GN Fur,68.21929824561404,Devil Red Eyes,54.38461538461539,Shades,29.347169811320757,Dark Buns,30.984063745019924,,1.8111318118304611,,1.000900900900901,262.1493044825939
731,7,3.5031531531531535,Soft Pink Grin,31.742857142857144,Bloody Light,11.59016393442623,Gatling Gun,21.365384615384617,Purple Gradient,15.774847870182557,Black Zipper Top,40.295336787564764,Devil Red Eyes,54.38461538461539,,1.921195652173913,Blue Fishpin Hair,32.53974895397489,,1.8111318118304611,,1.000900900900901,215.92933620706398
732,8,2.0179034769071094,Open Smile Blue,31.23293172690763,Light,3.2109826589595376,Spirit Fire,24.68888888888889,Black Gradient,20.305483028720626,Devil Hunter,37.75242718446602,Wink,29.347169811320757,Red Glasses,22.542028985507248,Red Ring Ponytail,33.52155172413793,,1.8111318118304611,,1.000900900900901,207.4314001985471
733,8,2.0179034769071094,Dark Frown,29.127340823970037,Light,3.2109826589595376,Spirit Fire,24.68888888888889,KGF Pattern,21.542936288088644,Dark Heart Maid,39.47715736040609,Crimson Eyes,21.483425414364643,Phantom Thief,39.08040201005025,Dark Fade Hair,36.51173708920188,,1.8111318118304611,,1.000900900900901,219.95280672356841
734,9,4.631923764145325,Smooch Lips,34.41150442477876,Bloody Light,11.59016393442623,Dual Saber,58.473684210526315,White,17.55530474040632,Pink Student,39.882051282051286,Cute Brown Eyes,19.10810810810811,Diamond Glasses,65.3529411764706,Butterfly Hair,39.882051282051286,Black Hairband,31.108,,1.000900900900901,322.9966338238651
735,7,3.5031531531531535,Lip Bite Pink,34.10964912280702,Bloody Light,11.59016393442623,AR-15,18.605263157894736,GF Heart Invert,17.960739030023095,White Tie Uniform,41.588235294117645,Monochrome Eyes,35.19004524886878,,1.921195652173913,Long Silver Hairclip Bangs,33.96069868995633,,1.8111318118304611,,1.000900900900901,201.24117599615224
736,7,3.5031531531531535,Open Smile Red Vamp,26.633561643835616,Dark,4.76824034334764,Gun,20.519788918205805,White KGF Pattern,15.130350194552527,Pattern Jacket,42.03783783783784,Pink Eyes,22.6734693877551,,1.921195652173913,Red Devil Braids,36.3411214953271,,1.8111318118304611,,1.000900900900901,176.34075133892006
737,8,2.0179034769071094,Soft Pink Grin,31.742857142857144,Light,3.2109826589595376,Magic Heart Wand,52.19463087248322,White KGF Pattern,15.130350194552527,GM GN Fur,68.21929824561404,Shy Light Blue,25.006430868167204,,1.921195652173913,Butterfly Hair,39.882051282051286,White Devil Wings,52.19463087248322,,1.000900900900901,292.5212321671501
738,7,3.5031531531531535,Red Lick,34.56444444444445,Dark,4.76824034334764,Chainsaw,18.34198113207547,GF Heart White,15.400000000000002,Bot Uniform,42.266304347826086,Vampire Eyes,22.09375,,1.921195652173913,Dark Fade Hair,36.51173708920188,,1.8111318118304611,,1.000900900900901,182.18283887495394
739,7,3.5031531531531535,Lollipop,67.62608695652173,Dark,4.76824034334764,Sayanaura,50.830065359477125,Grey Gradient,15.21917808219178,Messy Student,43.69101123595506,Spiral Prism Eyes,32.00411522633745,,1.921195652173913,Long Blue Hairclip Bangs,40.295336787564764,,1.8111318118304611,,1.000900900900901,262.67041550945396
740,7,3.5031531531531535,One Side Grin,33.813043478260866,Dark,4.76824034334764,Spirit Fire,24.68888888888889,Purple Gradient,15.774847870182557,Bleeding Heart Tee,42.966850828729285,Vampire Eyes,22.09375,,1.921195652173913,Long Blue Hairclip Bangs,40.295336787564764,,1.8111318118304611,,1.000900900900901,192.6373397150324
741,8,2.0179034769071094,Toast,54.00694444444444,Light,3.2109826589595376,Golden Wings,109.53521126760565,Grey Gradient,15.21917808219178,Nyan Kitty,36.17209302325581,Sharp Blue Eyes,19.10810810810811,,1.921195652173913,Blue Side Ponytail,38.885,Red Ribbon,32.53974895397489,,1.000900900900901,313.6172665685221
742,8,2.0179034769071094,Lip Bite Red,30.86111111111111,Light,3.2109826589595376,Gatling Gun,21.365384615384617,GF Heart White,15.400000000000002,Red Tie Uniform,47.71165644171779,Heterochromia,26.185185185185183,,1.921195652173913,Blue Fade Hair,30.86111111111111,Red Ribbon,32.53974895397489,,1.000900900900901,213.07518010742615
743,7,3.5031531531531535,Lip Bite Pink,34.10964912280702,Tanline,6.906749555950266,Red Rocket,32.00411522633745,White Hole,17.05482456140351,Z Jacket,42.49726775956284,Jester Eyes,33.23504273504273,,1.921195652173913,Brown Flowy Buns,29.018656716417908,,1.8111318118304611,,1.000900900900901,203.06268719558014
744,7,3.5031531531531535,Closed Smile Red,34.71875,Dark,4.76824034334764,One Winged,58.473684210526315,Crimson Explosion,19.155172413793103,Quinn Dress,24.84664536741214,Devil Pink Eyes,53.26712328767123,,1.921195652173913,Long Blue Hairclip Bangs,40.295336787564764,,1.8111318118304611,,1.000900900900901,243.7613339283736
745,8,2.0179034769071094,Smooch Lips,34.41150442477876,Tanline,6.906749555950266,Gun,20.519788918205805,White,17.55530474040632,Grey Hoodie,41.36702127659575,Devil Pink Eyes,53.26712328767123,Phantom Thief,39.08040201005025,Dark Short Wavy Hair,40.295336787564764,,1.8111318118304611,,1.000900900900901,258.2331671908616
746,8,2.0179034769071094,Tongue out,44.44,Bloody Dark,29.91153846153846,Gatling Gun,21.365384615384617,Dark Gradient,20.683510638297875,Devil Hunter,37.75242718446602,Cute Brown Eyes,19.10810810810811,,1.921195652173913,Blue Fishpin Hair,32.53974895397489,Devil White Horns,46.84939759036144,,1.000900900900901,257.5901155821133
747,8,2.0179034769071094,Zipped Mask,32.13636363636364,Tanline,6.906749555950266,Spirit Fire,24.68888888888889,Crimson Ripple,17.634920634920636,Messy Student,43.69101123595506,Cute Dark Eyes,21.84550561797753,,1.921195652173913,Dark Flowy Buns,28.48717948717949,White Devil Wings,52.19463087248322,,1.000900900900901,232.52524995970066
748,8,2.0179034769071094,Average Smile,35.19004524886878,Bloody Light,11.59016393442623,Katana,18.002314814814813,GF Heart Pink,17.243902439024392,Goth,55.156028368794324,Doll Eyes,21.723463687150836,,1.921195652173913,Long Blue Hairclip Bangs,40.295336787564764,Dark Devil Wings,61.23622047244095,,1.000900900900901,265.377475783067
749,7,3.5031531531531535,Vamp Smile,28.17753623188406,Light,3.2109826589595376,AR-15,18.605263157894736,Purple Solid,16.511677282377917,Assassin,47.13333333333333,Cute Angry Eyes,20.794117647058822,,1.921195652173913,Dark Flowy Buns,28.48717948717949,,1.8111318118304611,,1.000900900900901,171.1564713167463
750,8,2.0179034769071094,Crimson Cybermask,78.55555555555556,Pale,6.167327517842982,Beat Blade,54.76760563380282,GF Heart White,15.400000000000002,Red Death,117.83333333333333,Cyberpop Eyes,35.35,,1.921195652173913,Purple Ponytail,33.0936170212766,Crimson Horns,81.01041666666667,,1.000900900900901,427.11785575845994
751,7,3.5031531531531535,X Mask,39.67857142857143,Dark,4.76824034334764,Floating Knives,60.7578125,Purple Gradient,15.774847870182557,Dark Heart Maid,39.47715736040609,Yandere Stare,58.916666666666664,,1.921195652173913,Dark Devil Braids,40.505208333333336,,1.8111318118304611,,1.000900900900901,268.11488602056613
752,9,4.631923764145325,Snaggle Tooth,26.633561643835616,Bloody Dark,29.91153846153846,Chosen Sword,51.16447368421053,Purple Solid,16.511677282377917,Happy Frog Tanktop,92.58333333333333,Cute Brown Eyes,19.10810810810811,Grey Heart Glasses,28.07581227436823,Brown Flowy Buns,29.018656716417908,Black Ribbon,27.974820143884894,,1.000900900900901,326.6148063131212
753,8,2.0179034769071094,Lip Bite Red,30.86111111111111,Pale,6.167327517842982,Feather Wings,24.379310344827587,GF Heart White,15.400000000000002,Saber Suit,58.037313432835816,Wink,29.347169811320757,Shades,29.347169811320757,Long Dark Hair,40.505208333333336,,1.8111318118304611,,1.000900900900901,238.8745465522308
754,9,4.631923764145325,Toast,54.00694444444444,Bloody Pale,40.93157894736842,Sayanaura,50.830065359477125,Black Gradient,20.305483028720626,Devil Bikini,138.875,Devil Pink Eyes,53.26712328767123,Phantom Thief,39.08040201005025,Pink Flowy Hair,41.588235294117645,Angel Mask,50.830065359477125,,1.000900900900901,495.34772239637306
755,7,3.5031531531531535,Closed Smile Pink,34.10964912280702,Light,3.2109826589595376,Dual Wield,45.47953216374269,Crimson Explosion,19.155172413793103,Pink Student,39.882051282051286,Cute Dark Eyes,21.84550561797753,,1.921195652173913,Dark Flowy Buns,28.48717948717949,,1.8111318118304611,,1.000900900900901,200.40645426456908
756,8,2.0179034769071094,Lip Bite Red,30.86111111111111,Bloody Pale,40.93157894736842,Blade Wings,29.68320610687023,Purple Solid,16.511677282377917,Z Jacket,42.49726775956284,Cute Angry Eyes,20.794117647058822,,1.921195652173913,Blonde Flowy Hair,28.69741697416974,Black Hairband,31.108,,1.000900900900901,246.024375858501
